row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
1344,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.344,0.073,0.225,0.059,0.486,0.272,0.102,0.067,0.207,0.683,0.011,0.021,0.146100691,0.3297137216,0.3573543929,0.1668311945,20,8,0.318,0.244,0.106,0.09,0.116,0.317,15,6.3,20.09,799,2229,b,21.7
1345,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.478,0.046,0.171,0.075,0.5,0.244,0.167,0.015,0.008,0.954,0.004,0.007,0.1253731343,0.4547263682,0.2577114428,0.1621890547,11,10,0.311,0.268,0.097,0.069,0.242,0.261,13,,12.49,9470,1579,a,10.7
1346,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.411,0.076,0.197,0.069,0.505,0.197,0.228,0.061,0.006,0.894,0.016,0.015,0.1091091091,0.3253253253,0.4084084084,0.1571571572,10,13,0.342,0.242,0.12,0.066,0.141,0.208,8,2.7,17.05,1670,1569,a,18.8
1349,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.516,0.052,0.173,0.08,0.505,0.226,0.187,0.034,0.011,0.911,0.012,0.002,0.09403437816,0.3387259858,0.3892821031,0.1779575329,12,13,0.346,0.185,0.103,0.064,0.111,0.292,8,,34.03,1870,2660,a,18.9
1353,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.387,0.078,0.285,0.119,0.52,0.188,0.27,0.11,0.11,0.729,0.003,0.015,0.1437066402,0.3587710605,0.3201189296,0.1774033697,10,14,0.32,0.21,0.122,0.088,0.147,0.274,11,5.25,21.93,2879,1830,b,17.7
1357,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.439,0.065,0.239,0.036,0.524,0.224,0.177,0.016,0.396,0.579,0,0.013,0.2092555332,0.3883299799,0.291750503,0.1106639839,12,13,0.361,0.234,0.154,0.12,,0.388,13,7.21,26.08,4310,2609,b,21.6
1358,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.53,0.045,0.155,0.047,0.502,0.228,0.2,0.017,0.005,0.96,0,0,0.1043566363,0.3961499493,0.3150962513,0.1843971631,9,13,0.341,0.211,0.093,0.058,0.228,0.266,12,,15.91,1959,2619,b,14.5
1360,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.504,0.049,0.165,0.063,0.512,0.266,0.109,0.071,0.153,0.709,0.003,0.034,0.09780439122,0.3213572854,0.2874251497,0.2934131737,12,6,0.3,0.159,0.098,0.064,0.132,0.207,13,2.3,11.47,2379,1609,b,9.1
1362,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.352,0.072,0.253,0.093,0.52,0.216,0.17,0.044,0.454,0.489,0.01,0.02,0.1951710262,0.4255533199,0.2967806841,0.08249496982,11,8,0.325,,0.142,0.129,,0.287,12,,,,,a,27.8
1363,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.582,0.028,0.213,0.096,0.492,0.207,0.111,0.031,0.007,0.927,0.007,0.015,0.04540967423,0.1944718657,0.2852912142,0.4748272458,12,5,0.168,0.141,0.046,0.07,0.211,0.14,11,,15.75,1499,1179,a,11
1369,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.599,0.03,0.102,0.045,0.495,0.198,0.126,0.028,0.03,0.902,0.007,0.023,0.05522088353,0.2791164659,0.3574297189,0.3082329317,11,7,0.271,0.184,0.045,0.061,0.205,0.208,13,,9.84,1210,1040,a,16.8
1370,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.53,0.036,0.113,0.031,0.515,0.238,0.18,0.006,0,0.965,0.008,0.006,0.0959446093,0.3778437191,0.350148368,0.1760633037,13,11,0.32,0.22,0.092,0.07,0.198,0.327,10,,30.15,3700,2959,b,10.4
1371,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.528,0.034,0.168,0.069,0.506,0.204,0.234,0.024,0,0.924,0.035,0.002,0.07497467072,0.399189463,0.3110435664,0.2147922999,10,14,0.333,0.179,0.108,0.049,0.214,0.344,8,,,2699,2069,a,13.2
1373,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.438,0.128,0.323,0.114,0.505,0.326,0.104,0.611,0.017,0.327,0.027,0.047,0.312,0.254,0.293,0.141,17,6,0.288,0.144,0.083,0.057,0.196,0.216,10,9.22,21,2289,2360,b,28.1
1374,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.512,0.06,0.266,0.12,0.513,0.229,0.093,0.067,0.433,0.408,0.009,0.059,0.0898989899,0.1787878788,0.2333333333,0.497979798,13,7,0.221,0.127,0.08,0.105,0.178,0.188,13,10.4,9.07,1530,1009,a,16.3
1375,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.567,0.078,0.257,0.153,0.463,0.203,0.079,0.028,0.015,0.865,0.037,0.01,0.05055611729,0.2264914055,0.3852376138,0.3377148635,9,5,0.229,0.21,0.07,,0.275,0.172,,,,,,a,6.9
1379,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.528,0.047,0.235,0.086,0.498,0.211,0.2,0.024,0.018,0.937,0.012,0.008,0.1663346614,0.3585657371,0.2958167331,0.1792828685,8,10,0.287,0.269,0.121,0.067,,0.241,13,,21.67,7759,3840,a,12.1
1382,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.67,0.037,0.278,0.18,0.478,0.213,0.205,0.043,0.004,0.9,0.03,0,0.1065989848,0.3817258883,0.3035532995,0.2081218274,8,14,0.209,0.116,0.062,,0.19,0.203,10,,,1990,2049,b,14.9
1384,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.481,0.054,0.203,0.065,0.518,0.212,0.151,0.057,0.207,0.722,0.005,0.022,0.1179435484,0.2772177419,0.3195564516,0.2852822581,12,10,0.307,0.19,0.119,0.108,0.112,0.292,14,6.28,13.96,1500,989,b,15
1385,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.515,0.043,0.211,0.082,0.493,0.223,0.237,0.017,0.006,0.865,0.095,0.005,0.1160714286,0.3829365079,0.3303571429,0.1706349206,12,11,0.353,0.166,0.106,0.056,,0.285,11,,,5589,1869,a,14.2
1386,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.469,0.06,0.244,0.059,0.521,0.25,0.171,0.009,0.226,0.736,0.003,0.003,0.1980099502,0.4606965174,0.2059701493,0.1353233831,12,12,0.363,0.335,0.119,0.121,0.127,0.35,13,,31.7,1749,2210,a,21.8
1390,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.446,0.052,0.276,0.137,0.511,0.208,0.225,0.106,0.002,0.862,0.009,0.019,0.1114457831,0.2951807229,0.3493975904,0.2439759036,11,12,0.29,0.223,0.1,0.069,0.184,0.248,10,1.93,23.94,2189,1979,b,12.2
1391,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.54,0.057,0.204,0.047,0.502,0.196,0.109,0.112,0.064,0.726,0.012,0.073,0.1062124248,0.1813627255,0.3096192385,0.4028056112,12,7,0.221,0.133,0.07,0.054,0.191,0.14,10,3.5,5.18,1110,770,a,16.2
1392,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.406,0.1,0.234,0.041,0.512,0.198,0.203,0.008,0.007,0.975,0,0,0.138,0.487,0.262,0.113,10,11,0.366,0.286,0.13,0.084,0.166,0.36,14,,17.49,8990,1500,a,15.9
1394,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.496,0.05,0.212,0.047,0.509,0.256,0.11,0.057,0.254,0.656,0.007,0.003,0.1251251251,0.3683683684,0.3083083083,0.1981981982,12,8,0.345,0.196,0.117,0.105,0.182,0.322,12,7.6,14.93,3280,3510,a,12.5
1397,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.546,0.069,0.117,0.037,0.504,0.209,0.189,0,0.009,0.974,0,0.02,0.1005025126,0.4030150754,0.3346733668,0.1618090452,10,12,0.292,0.223,0.097,0.07,0.239,0.239,11,,14.66,1920,1430,b,10.5
1399,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.45,0.059,0.219,0.096,0.432,0.168,0.196,0.056,0.308,0.609,0.007,0.002,0.2050505051,0.4060606061,0.2616161616,0.1272727273,7,12,0.313,0.247,0.122,0.108,0.159,0.276,12,,20.52,2689,,b,21.3
1404,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.421,0.063,0.271,0.061,0.515,0.255,0.138,0.056,0.014,0.864,0.026,0.012,0.1507936508,0.380952381,0.318452381,0.1498015873,13,10,0.363,0.225,0.099,0.084,0.137,0.326,11,3.06,16.92,6240,2059,b,16.4
1406,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.341,0.087,0.278,0.065,0.502,0.237,0.189,0.062,0.534,0.388,0.003,0.01,0.2069651741,0.4467661692,0.239800995,0.1064676617,10,11,0.38,0.369,0.168,0.122,,0.367,12,16.2,27.68,2260,1140,a,31.7
1408,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.565,0.033,0.079,0.04,0.503,0.237,0.155,0.031,0.012,0.942,0,0.013,0.06633663366,0.298019802,0.3465346535,0.2891089109,10,8,0.28,0.136,0.09,0.066,0.271,0.214,12,1,10.7,2070,1589,a,5
1410,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.342,0.091,0.241,0.062,0.508,0.233,0.163,0.004,0,0.991,0.005,0,0.2182741117,0.4335025381,0.254822335,0.09340101523,14,12,0.382,0.299,0.138,0.105,0.106,0.381,13,,35.43,4330,4309,b,23.6
1412,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.332,0.078,0.192,0.071,0.503,0.298,0.078,0.128,0.17,0.6,0.017,0.027,0.08415841584,0.296039604,0.4148514851,0.204950495,29,5,0.297,0.25,0.081,0.08,0.146,0.273,10,6.28,15.04,990,2070,b,14.1
1413,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.415,0.049,0.318,0.142,0.494,0.234,0.21,0.151,0.02,0.675,0.111,0,0.1930348259,0.3542288557,0.3184079602,0.1343283582,11,11,0.351,0.189,0.129,0.064,,0.407,10,,25.62,7990,2650,a,16.4
1418,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.481,0.067,0.201,0.078,0.513,0.183,0.216,0.088,0.014,0.865,0.013,0.014,0.06454816286,0.2065541212,0.3972194638,0.3316782522,9,10,0.181,0.145,0.07,0.06,0.18,0.119,10,2.19,14.34,1250,1360,b,11.4
1419,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.428,0.064,0.31,0.119,0.514,0.243,0.173,0.049,0,0.673,0.183,0.006,0.1618090452,0.3608040201,0.3427135678,0.1346733668,14,13,0.319,0.337,0.143,0.074,0.11,0.363,9,,31.28,4150,2119,b,21.9
1420,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.447,0.047,0.171,0.061,0.486,0.211,0.156,0.138,0.088,0.726,0.006,0.018,0.1420059583,0.3406156902,0.2959285005,0.221449851,11,9,0.303,0.263,0.111,0.075,0.194,0.248,11,2.1,14.87,2390,2129,a,18.3
1421,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.446,0.111,0.182,0.074,0.489,0.176,0.285,0.007,0.007,0.978,0,0,0.07887049659,0.3271665044,0.3622200584,0.2317429406,12,14,0.322,,0.12,,,0.236,10,,,,,b,12.5
1422,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.453,0.046,0.323,0.15,0.517,0.257,0.189,0.251,0.07,0.622,0.022,0,0.2015888779,0.268123138,0.2999006951,0.230387289,12,14,0.339,,0.121,0.066,,0.352,10,,,,2910,b,24.1
1424,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.516,0.038,0.124,0.05,0.514,0.232,0.167,0.021,0.001,0.94,0.003,0.029,0.07114624506,0.2658102767,0.2984189723,0.3646245059,7,9,0.29,,0.111,0.067,,0.228,12,,,1730,2000,b,4.8
1427,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.537,0.049,0.154,0.059,0.521,0.167,0.241,0.04,0.134,0.782,0.004,0.013,0.1244939271,0.3309716599,0.2449392713,0.2995951417,8,12,0.284,0.178,0.095,0.097,0.159,0.245,12,,12.53,2839,960,a,15
1430,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.541,0.049,0.128,0.046,0.512,0.213,0.134,0.048,0.09,0.837,0.009,0.015,0.092,0.333,0.3,0.275,13,9,0.292,0.211,0.086,0.084,0.185,0.23,11,1.56,10.34,1630,1089,b,14.9
1431,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Federal/State government-dependent,0.47,0.05,0.224,0.11,0.5,0.244,0.12,0.459,0.007,0.486,0.048,0.01,0.1489361702,0.2583586626,0.3302938197,0.2624113475,13,7,0.206,0.169,0.068,0.099,0.148,0.206,12,,23.09,849,759,a,24.4
1442,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.505,0.058,0.146,0.057,0.519,0.251,0.113,0.045,0.298,0.586,0.006,0.028,0.08808808809,0.2652652653,0.3503503504,0.2962962963,12,7,0.276,0.159,0.094,0.098,0.154,0.216,12,6.5,7.21,2399,1289,b,9.3
1443,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.509,0.057,0.22,0.103,0.506,0.264,0.152,0.083,0,0.901,0.005,0.004,0.1617063492,0.3928571429,0.2569444444,0.1884920635,12,10,0.316,0.216,0.104,0.064,0.112,0.292,13,,21.05,2640,1560,b,11
1444,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.426,0.029,0.161,0.072,0.42,0.2,0.191,0.009,0.006,0.879,0.068,0.006,0.1225296443,0.3735177866,0.3191699605,0.1847826087,8,9,0.316,0.217,0.091,0.052,0.166,0.297,12,,26.32,2859,1160,b,14.5
1445,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.366,0.079,0.231,0.087,0.498,0.174,0.257,0.042,0.013,0.835,0.05,0.017,0.08946322068,0.2673956262,0.393638171,0.2495029821,10,13,0.268,0.192,0.115,0.055,0.141,0.187,11,1.66,15.15,1179,1010,b,16.6
1447,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.573,0.024,0.133,0.043,0.509,0.223,0.206,0.035,0,0.942,0.007,0.009,0.08058252427,0.3708737864,0.3553398058,0.1932038835,12,13,0.309,,0.094,0.064,0.128,0.286,12,,15.79,1610,2030,b,10.5
1449,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.391,0.07,0.195,0.08,0.472,0.174,0.218,0.119,0.018,0.813,0.02,0.012,0.1004016064,0.296184739,0.4026104418,0.2008032129,9,14,0.22,0.189,0.099,0.06,0.282,0.192,10,,17.46,940,1079,a,15.2
1451,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.49,0.044,0.305,0.155,0.493,0.198,0.239,0.023,0.005,0.966,0.007,0.003,0.06393606394,0.3986013986,0.2997002997,0.2377622378,8,16,0.252,0.186,0.089,0.136,0.14,0.285,11,,,,950,b,17.9
1456,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.557,0.059,0.226,0.163,0.49,0.267,0.134,0.233,0.014,0.7,0.063,0.003,0.1867588933,0.3735177866,0.3626482213,0.07707509881,15,5,0.288,0.175,0.078,0.073,0.167,0.2,13,,37.99,6029,5939,a,10.2
1457,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.524,0.055,0.21,0.077,0.5,0.187,0.236,0.066,0.003,0.897,0.023,0.011,0.084,0.366,0.378,0.172,12,11,0.264,,0.098,0.114,,0.194,10,,,,,a,17.1
1460,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.485,0.062,0.301,0.073,0.516,0.248,0.132,0.057,0.331,0.566,0.026,0.01,0.2487411883,0.4320241692,0.2114803625,0.10775428,15,10,0.384,0.22,0.136,0.111,0.144,0.317,11,8.2,22.27,2589,2000,b,21.5
1462,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.509,0.043,0.379,0.179,0.486,0.308,0.098,0.523,0.014,0.371,0.021,0.079,0.359437751,0.2640562249,0.2560240964,0.1204819277,19,6,0.318,,0.096,0.068,,0.282,10,,26.37,4490,3130,b,14.6
1463,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.434,0.044,0.262,0.135,0.496,0.212,0.194,0.029,0.009,0.942,0.021,0,0.06889564336,0.3941236069,0.2978723404,0.2391084093,7,6,0.295,0.114,0.083,0.077,0.157,0.241,11,,36.92,5690,2869,a,10.5
1465,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.525,0.057,0.17,0.066,0.503,0.234,0.13,0.203,0.09,0.472,0.008,0.237,0.1062124248,0.2665330661,0.2194388778,0.4078156313,11,7,0.223,0.115,0.085,0.085,0.125,0.251,11,1.9,5.34,1230,1049,a,8.1
1467,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Mining-dependent,0.546,0.036,0.318,0.101,0.408,0.24,0.119,0.788,0.023,0.149,0,0.032,0.3489065606,0.3330019881,0.231610338,0.08648111332,14,7,0.303,,0.094,0.087,,0.273,8,8.33,15.26,6990,3480,b,25.6
1468,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.466,0.043,0.323,0.143,0.477,0.211,0.22,0.242,0.034,0.706,0.006,0.012,0.2842842843,0.3213213213,0.2432432432,0.1511511512,8,16,0.286,,0.105,0.085,,0.278,10,,,3220,2989,b,25
